,state_id,month,Commercial Consumption,Delivered to Consumers,Electric Power Consumption,Industrial Consumption,Residential Consumption,Vehicle Fuel Consumption
306,MS,7,969.0,48744.0,36236.0,11010.0,529.0,1.0
307,MS,8,921.0,48254.0,35839.0,11020.0,473.0,1.0
308,MS,9,979.0,39929.0,27584.0,10831.0,534.0,1.0
309,MS,10,1174.0,38350.0,25680.0,10714.0,781.0,1.0
310,MS,11,1728.0,40358.0,25840.0,10790.0,1999.0,1.0
311,MS,12,1796.0,42279.0,27146.0,11187.0,2149.0,1.0
312,MT,1,3376.0,9723.0,341.0,2426.0,3580.0,0.0
313,MT,2,3727.0,10229.0,347.0,2267.0,3889.0,0.0
314,MT,3,2508.0,7525.0,347.0,2037.0,2633.0,0.0
315,MT,4,2164.0,6372.0,410.0,1988.0,1810.0,0.0
316,MT,5,1582.0,5063.0,335.0,2023.0,1123.0,0.0
317,MT,6,871.0,3583.0,486.0,1844.0,381.0,0.0
318,MT,7,901.0,3532.0,608.0,1775.0,248.0,0.0
319,MT,8,1221.0,4166.0,686.0,1853.0,406.0,0.0
320,MT,9,1246.0,4347.0,672.0,1878.0,550.0,0.0
321,MT,10,1764.0,5740.0,580.0,2134.0,1261.0,0.0
322,MT,11,2371.0,7303.0,374.0,2175.0,2382.0,0.0
323,MT,12,2938.0,8730.0,505.0,2444.0,2843.0,0.0
324,NC,1,9522.0,68729.0,29804.0,12084.0,17183.0,135.0
325,NC,2,8760.0,57350.0,21966.0,11573.0,14929.0,122.0
326,NC,3,5682.0,47284.0,22804.0,10886.0,7777.0,135.0
327,NC,4,3869.0,35204.0,17432.0,10041.0,3730.0,131.0
328,NC,5,2986.0,36651.0,21791.0,9551.0,2188.0,135.0
329,NC,6,2304.0,41335.0,28794.0,8979.0,1127.0,131.0
330,NC,7,2367.0,54394.0,41810.0,8933.0,1148.0,135.0
331,NC,8,2976.0,53632.0,39825.0,9365.0,1331.0,135.0
332,NC,9,2566.0,44405.0,31295.0,9242.0,1170.0,131.0
333,NC,10,3496.0,46759.0,31283.0,9732.0,2113.0,135.0
334,NC,11,6859.0,65669.0,38287.0,10998.0,9394.0,131.0
335,NC,12,5331.0,62003.0,35713.0,10848.0,9976.0,135.0
336,ND,1,2223.0,9601.0,1575.0,3835.0,1968.0,0.0
337,ND,2,2187.0,8677.0,1083.0,3477.0,1930.0,0.0
338,ND,3,1827.0,8121.0,1065.0,3612.0,1617.0,0.0
339,ND,4,1102.0,6719.0,1350.0,3294.0,973.0,0.0
340,ND,5,675.0,5766.0,1306.0,3295.0,490.0,0.0
341,ND,6,349.0,5396.0,1766.0,3070.0,211.0,0.0
342,ND,7,342.0,5144.0,1687.0,2955.0,160.0,0.0
343,ND,8,398.0,4950.0,1468.0,2898.0,186.0,0.0
344,ND,9,384.0,4326.0,931.0,2802.0,209.0,0.0
345,ND,10,912.0,5342.0,946.0,2885.0,598.0,0.0
346,ND,11,1607.0,6687.0,1016.0,2805.0,1258.0,0.0
347,ND,12,1847.0,8282.0,1344.0,3533.0,1557.0,0.0
348,NE,1,5125.0,21954.0,640.0,9068.0,7085.0,35.0
349,NE,2,6076.0,24062.0,1469.0,8229.0,8257.0,32.0
350,NE,3,3302.0,15917.0,456.0,7717.0,4406.0,35.0
351,NE,4,2099.0,11988.0,744.0,6731.0,2381.0,34.0
352,NE,5,1498.0,9946.0,413.0,6577.0,1423.0,35.0
353,NE,6,1586.0,11995.0,1521.0,7743.0,1112.0,34.0
354,NE,7,1256.0,12631.0,1832.0,8745.0,762.0,35.0
355,NE,8,1142.0,12034.0,1595.0,8606.0,656.0,35.0
356,NE,9,1188.0,9964.0,441.0,7579.0,723.0,34.0
357,NE,10,1478.0,11757.0,581.0,8727.0,937.0,35.0
358,NE,11,2945.0,15392.0,828.0,8249.0,3337.0,34.0
359,NE,12,4127.0,18611.0,757.0,8393.0,5299.0,35.0
360,NH,1,1773.0,6214.0,2041.0,904.0,1495.0,1.0
361,NH,2,1580.0,6143.0,2298.0,932.0,1331.0,1.0
362,NH,3,1240.0,3938.0,765.0,902.0,1030.0,1.0
363,NH,4,723.0,3682.0,1549.0,817.0,592.0,1.0
364,NH,5,407.0,3626.0,2243.0,655.0,320.0,1.0
365,NH,6,213.0,4621.0,3582.0,674.0,151.0,1.0
366,NH,7,221.0,5133.0,4056.0,698.0,156.0,1.0
367,NH,8,240.0,5531.0,4472.0,651.0,167.0,1.0
368,NH,9,267.0,4996.0,3908.0,647.0,172.0,1.0
369,NH,10,503.0,5606.0,4106.0,674.0,322.0,1.0
370,NH,11,689.0,3556.0,1636.0,728.0,502.0,1.0
371,NH,12,1481.0,4930.0,1447.0,802.0,1199.0,1.0
372,NJ,1,25662.0,91315.0,12254.0,6389.0,46973.0,38.0
373,NJ,2,23372.0,86804.0,13624.0,5727.0,44048.0,34.0
374,NJ,3,17257.0,64058.0,12358.0,4510.0,29895.0,38.0
375,NJ,4,10536.0,46669.0,13982.0,3812.0,18303.0,37.0
376,NJ,5,8074.0,37755.0,15077.0,4361.0,10205.0,38.0
377,NJ,6,7108.0,41455.0,22563.0,4680.0,7067.0,37.0
378,NJ,7,6781.0,43876.0,26716.0,5071.0,5270.0,38.0
379,NJ,8,6140.0,44248.0,28766.0,4595.0,4709.0,38.0
380,NJ,9,5004.0,35609.0,19655.0,5522.0,5391.0,37.0
381,NJ,10,7510.0,42537.0,23017.0,4924.0,7048.0,38.0
382,NJ,11,14045.0,58373.0,18743.0,5295.0,20254.0,37.0
383,NJ,12,18594.0,71393.0,14399.0,5300.0,33063.0,38.0
384,NM,1,4219.0,19650.0,6895.0,1462.0,7040.0,34.0
385,NM,2,3547.0,16945.0,5916.0,1407.0,6045.0,30.0
386,NM,3,3147.0,15867.0,6059.0,1486.0,5141.0,34.0
387,NM,4,1650.0,11045.0,5615.0,1403.0,2346.0,33.0
388,NM,5,1309.0,12027.0,7664.0,1487.0,1533.0,34.0
389,NM,6,1176.0,12461.0,8780.0,1396.0,1076.0,33.0
390,NM,7,1225.0,12867.0,9211.0,1553.0,845.0,34.0
391,NM,8,1210.0,12518.0,9106.0,1352.0,817.0,34.0
392,NM,9,1333.0,10927.0,7311.0,1326.0,924.0,33.0
393,NM,10,2112.0,10083.0,5039.0,1343.0,1556.0,34.0
394,NM,11,2967.0,12734.0,5275.0,1353.0,3106.0,33.0
395,NM,12,3050.0,14838.0,5106.0,1518.0,5131.0,34.0
396,NV,1,4056.0,29747.0,15530.0,1612.0,8451.0,97.0
397,NV,2,3501.0,25160.0,12949.0,1427.0,7194.0,88.0
398,NV,3,3376.0,25604.0,14431.0,1665.0,6036.0,97.0
399,NV,4,2250.0,20832.0,14012.0,1498.0,2979.0,94.0
400,NV,5,2034.0,19552.0,13510.0,1393.0,2519.0,97.0
401,NV,6,1859.0,25474.0,20541.0,1324.0,1656.0,94.0
402,NV,7,1690.0,28238.0,23600.0,1368.0,1483.0,97.0
403,NV,8,1610.0,26735.0,22418.0,1346.0,1264.0,97.0
404,NV,9,1733.0,23140.0,18398.0,1392.0,1523.0,94.0
405,NV,10,2319.0,19534.0,13271.0,1523.0,2323.0,97.0
406,NV,11,2637.0,20271.0,13002.0,1404.0,3133.0,94.0
407,NV,12,3674.0,25997.0,14333.0,1607.0,6285.0,97.0
408,NY,1,43052.0,170335.0,35627.0,9046.0,82514.0,96.0
409,NY,2,41896.0,162601.0,31155.0,9240.0,80223.0,87.0
410,NY,3,32623.0,130778.0,29200.0,8360.0,60499.0,96.0
411,NY,4,22755.0,89675.0,23769.0,7647.0,35410.0,93.0
412,NY,5,17033.0,77250.0,31393.0,6504.0,22224.0,96.0
413,NY,6,14230.0,81297.0,46714.0,5996.0,14263.0,93.0
414,NY,7,14366.0,84198.0,51676.0,6874.0,11187.0,96.0
415,NY,8,13858.0,88564.0,57023.0,7208.0,10379.0,96.0
416,NY,9,14493.0,68150.0,36757.0,6337.0,10469.0,93.0
417,NY,10,16316.0,74137.0,35604.0,6565.0,15556.0,96.0
418,NY,11,30934.0,113306.0,33723.0,7832.0,40725.0,93.0
419,NY,12,36244.0,141280.0,34704.0,8122.0,62114.0,96.0
420,OH,1,29287.0,146512.0,33832.0,30725.0,52575.0,94.0
421,OH,2,29833.0,144548.0,28928.0,31463.0,54240.0,85.0
422,OH,3,19231.0,112327.0,30093.0,30011.0,32898.0,94.0
423,OH,4,13044.0,85588.0,25921.0,26336.0,20196.0,91.0
424,OH,5,8677.0,75608.0,30549.0,22860.0,13428.0,94.0
425,OH,6,5817.0,63569.0,30197.0,21257.0,6207.0,91.0
426,OH,7,4994.0,65543.0,34156.0,21760.0,4539.0,94.0
427,OH,8,5093.0,70100.0,37954.0,22583.0,4376.0,94.0
428,OH,9,5374.0,60768.0,27797.0,22433.0,5074.0,91.0
429,OH,10,8358.0,77869.0,36280.0,22956.0,10181.0,94.0
430,OH,11,18891.0,115887.0,36163.0,29627.0,31116.0,91.0
431,OH,12,20850.0,123671.0,36871.0,28009.0,37847.0,94.0
432,OK,1,7787.0,65666.0,23349.0,20275.0,14107.0,149.0
433,OK,2,8455.0,59575.0,22334.0,13743.0,14908.0,135.0
434,OK,3,4628.0,45524.0,14444.0,19506.0,6797.0,149.0
435,OK,4,3153.0,39874.0,14488.0,17795.0,4294.0,145.0
436,OK,5,2204.0,40178.0,17174.0,18214.0,2438.0,149.0
437,OK,6,1673.0,46004.0,28854.0,13868.0,1464.0,145.0
438,OK,7,1619.0,54596.0,35192.0,16309.0,1325.0,149.0
439,OK,8,1665.0,54314.0,35194.0,16002.0,1303.0,149.0
440,OK,9,1748.0,45411.0,25072.0,17123.0,1324.0,145.0
441,OK,10,2219.0,42508.0,19721.0,18373.0,2046.0,149.0
442,OK,11,3967.0,42525.0,14636.0,17698.0,6079.0,145.0
443,OK,12,4715.0,45328.0,14065.0,18605.0,7793.0,149.0
444,OR,1,4019.0,28677.0,12194.0,5467.0,6992.0,3.0
445,OR,2,4063.0,27805.0,11575.0,5094.0,7070.0,3.0
446,OR,3,3686.0,28002.0,12827.0,5476.0,6009.0,3.0
447,OR,4,2204.0,21614.0,11440.0,4851.0,3116.0,3.0
448,OR,5,1586.0,14704.0,6376.0,4622.0,2116.0,3.0
449,OR,6,1058.0,16672.0,10229.0,4142.0,1241.0,3.0
450,OR,7,920.0,20683.0,14780.0,4031.0,949.0,3.0
451,OR,8,958.0,21458.0,15294.0,4250.0,953.0,3.0
452,OR,9,1159.0,21407.0,14600.0,4362.0,1282.0,3.0
453,OR,10,2304.0,23317.0,12530.0,5012.0,3467.0,3.0
454,OR,11,3023.0,25555.0,12524.0,5044.0,4961.0,3.0
455,OR,12,4720.0,31967.0,13446.0,5759.0,8039.0,3.0
456,PA,1,26550.0,167694.0,72209.0,22939.0,45851.0,145.0
457,PA,2,23644.0,155749.0,65377.0,24443.0,42153.0,131.0
458,PA,3,16541.0,131138.0,64146.0,22362.0,27944.0,145.0
459,PA,4,10974.0,101788.0,55534.0,19169.0,15971.0,140.0
460,PA,5,7422.0,100808.0,65213.0,18271.0,9757.0,145.0
461,PA,6,5258.0,103629.0,75257.0,17903.0,5070.0,140.0
462,PA,7,4785.0,109451.0,83370.0,17234.0,3917.0,145.0
463,PA,8,4938.0,110778.0,83162.0,18704.0,3830.0,145.0
464,PA,9,5200.0,101750.0,75530.0,16851.0,4030.0,140.0
465,PA,10,7658.0,100734.0,66599.0,19291.0,7041.0,145.0
466,PA,11,18965.0,134516.0,68327.0,21791.0,25293.0,140.0
467,PA,12,22486.0,157698.0,77520.0,21950.0,35596.0,145.0
468,RI,1,2063.0,9939.0,3485.0,808.0,3574.0,8.0
469,RI,2,1823.0,8294.0,2507.0,812.0,3144.0,8.0
470,RI,3,1530.0,8427.0,3628.0,750.0,2512.0,8.0
471,RI,4,910.0,6727.0,3642.0,768.0,1400.0,8.0
472,RI,5,496.0,6146.0,4238.0,680.0,722.0,8.0
473,RI,6,281.0,7681.0,6314.0,652.0,427.0,8.0
474,RI,7,268.0,8083.0,6746.0,646.0,415.0,8.0
475,RI,8,253.0,8608.0,7303.0,621.0,422.0,8.0
476,RI,9,271.0,7773.0,6439.0,653.0,401.0,8.0
477,RI,10,459.0,9456.0,7624.0,640.0,724.0,8.0
478,RI,11,1242.0,9414.0,5361.0,657.0,2146.0,8.0
479,RI,12,1639.0,9746.0,4632.0,772.0,2693.0,8.0
480,SC,1,3310.0,33481.0,13122.0,9389.0,7652.0,8.0
481,SC,2,3161.0,28215.0,10626.0,7769.0,6652.0,7.0
482,SC,3,2243.0,24226.0,9485.0,8828.0,3662.0,8.0
483,SC,4,1975.0,25945.0,14150.0,7882.0,1930.0,8.0
484,SC,5,1780.0,24727.0,13569.0,8413.0,957.0,8.0
485,SC,6,1625.0,25395.0,15378.0,7550.0,834.0,8.0
486,SC,7,1486.0,27191.0,17179.0,7859.0,658.0,8.0
487,SC,8,1555.0,29045.0,18604.0,8175.0,703.0,8.0
488,SC,9,1449.0,26583.0,16541.0,7892.0,694.0,8.0
489,SC,10,1942.0,27630.0,16391.0,8245.0,1045.0,8.0
490,SC,11,2859.0,31231.0,15325.0,8883.0,4157.0,8.0
491,SC,12,2469.0,33210.0,17561.0,8908.0,4263.0,8.0
492,SD,1,1745.0,8744.0,384.0,4513.0,2101.0,0.0
493,SD,2,1928.0,9713.0,872.0,4473.0,2440.0,0.0
494,SD,3,1546.0,7595.0,311.0,3878.0,1860.0,0.0
495,SD,4,966.0,7087.0,863.0,4190.0,1068.0,0.0
496,SD,5,589.0,5843.0,656.0,3954.0,644.0,0.0
497,SD,6,313.0,6026.0,1557.0,3922.0,234.0,0.0
498,SD,7,326.0,5921.0,1710.0,3679.0,207.0,0.0
499,SD,8,329.0,5923.0,1689.0,3701.0,204.0,0.0
500,SD,9,346.0,4640.0,482.0,3594.0,218.0,0.0
501,SD,10,686.0,5861.0,891.0,3779.0,505.0,0.0
502,SD,11,1127.0,7533.0,864.0,4390.0,1152.0,0.0
503,SD,12,1560.0,8934.0,901.0,4659.0,1815.0,0.0
504,TN,1,9995.0,51709.0,10442.0,14184.0,17056.0,32.0
505,TN,2,10263.0,49147.0,8214.0,13074.0,17567.0,29.0
506,TN,3,5496.0,31961.0,5984.0,12721.0,7728.0,32.0
507,TN,4,4294.0,26056.0,4542.0,12894.0,4295.0,31.0
508,TN,5,3221.0,24020.0,5976.0,12230.0,2561.0,32.0
509,TN,6,2575.0,26981.0,10940.0,12048.0,1387.0,31.0
510,TN,7,2445.0,28789.0,12903.0,12209.0,1200.0,32.0
511,TN,8,2392.0,28001.0,12388.0,12177.0,1012.0,32.0
512,TN,9,2711.0,25060.0,8929.0,12019.0,1370.0,31.0
513,TN,10,3594.0,22485.0,5383.0,11526.0,1951.0,32.0
514,TN,11,5778.0,33507.0,6826.0,13969.0,6903.0,31.0
515,TN,12,5803.0,35085.0,6050.0,14516.0,8685.0,32.0
516,TX,1,24638.0,361903.0,113820.0,178191.0,45173.0,80.0
517,TX,2,25894.0,335215.0,125874.0,132988.0,50386.0,72.0
518,TX,3,16980.0,282860.0,89081.0,150331.0,26389.0,80.0
519,TX,4,14233.0,297643.0,112387.0,158615.0,12331.0,77.0
520,TX,5,10890.0,301182.0,119157.0,162278.0,8778.0,80.0
521,TX,6,10881.0,349278.0,172535.0,158888.0,6897.0,77.0
522,TX,7,11506.0,379649.0,193281.0,168108.0,6673.0,80.0
523,TX,8,11347.0,382962.0,196140.0,169214.0,6182.0,80.0
524,TX,9,11117.0,341704.0,158960.0,165542.0,6008.0,77.0
525,TX,10,12008.0,319987.0,136791.0,163143.0,7965.0,80.0
526,TX,11,15388.0,304836.0,103728.0,169491.0,16153.0,77.0
527,TX,12,16495.0,318849.0,104727.0,179283.0,18264.0,80.0
528,UT,1,7190.0,30051.0,5890.0,3877.0,13069.0,25.0
529,UT,2,6483.0,25411.0,4930.0,3802.0,10174.0,22.0
530,UT,3,5150.0,22603.0,5124.0,3385.0,8919.0,25.0
531,UT,4,3318.0,18008.0,5426.0,3598.0,5643.0,24.0
532,UT,5,1921.0,14290.0,6036.0,3242.0,3067.0,25.0
533,UT,6,1913.0,15490.0,8041.0,3078.0,2435.0,24.0
534,UT,7,1784.0,15724.0,9078.0,2839.0,2000.0,25.0
535,UT,8,1236.0,13794.0,8115.0,2872.0,1546.0,25.0
536,UT,9,1539.0,12499.0,5893.0,3060.0,1983.0,24.0
537,UT,10,2010.0,12408.0,4053.0,3127.0,3193.0,25.0
538,UT,11,4667.0,21646.0,6322.0,3254.0,7379.0,24.0
539,UT,12,6759.0,29667.0,7048.0,3614.0,12221.0,25.0
540,VA,1,11305.0,72405.0,32329.0,11219.0,17495.0,57.0
541,VA,2,9902.0,58535.0,24677.0,9179.0,14725.0,52.0
542,VA,3,6869.0,61135.0,33225.0,10597.0,10386.0,57.0
543,VA,4,5535.0,50304.0,30908.0,8253.0,5552.0,55.0
544,VA,5,3523.0,40666.0,25235.0,9125.0,2726.0,57.0
545,VA,6,3254.0,51079.0,36445.0,9509.0,1816.0,55.0
546,VA,7,3170.0,53963.0,39495.0,9577.0,1664.0,57.0
547,VA,8,3236.0,53729.0,40631.0,8336.0,1469.0,57.0
548,VA,9,3505.0,43374.0,28939.0,9193.0,1682.0,55.0
549,VA,10,4386.0,42284.0,27591.0,7760.0,2489.0,57.0
550,VA,11,8400.0,56153.0,30617.0,7400.0,9680.0,55.0
551,VA,12,8246.0,63915.0,31810.0,12225.0,11577.0,57.0
552,VT,1,988.0,1886.0,1.0,238.0,656.0,3.0
553,VT,2,894.0,1750.0,,214.0,639.0,3.0
554,VT,3,768.0,1519.0,,211.0,538.0,3.0
555,VT,4,546.0,1039.0,,159.0,332.0,3.0
556,VT,5,420.0,782.0,1.0,152.0,207.0,3.0
557,VT,6,369.0,610.0,1.0,131.0,107.0,3.0
558,VT,7,418.0,646.0,1.0,136.0,88.0,3.0
559,VT,8,420.0,641.0,1.0,136.0,81.0,3.0
560,VT,9,396.0,618.0,1.0,135.0,84.0,3.0
561,VT,10,546.0,829.0,1.0,147.0,132.0,3.0
562,VT,11,807.0,1329.0,0.0,177.0,343.0,3.0
563,VT,12,906.0,1619.0,1.0,185.0,525.0,3.0
564,WA,1,7229.0,35756.0,7570.0,7878.0,13067.0,12.0
565,WA,2,7784.0,35176.0,7213.0,6865.0,13304.0,11.0
566,WA,3,6519.0,36337.0,11229.0,7794.0,10784.0,12.0
567,WA,4,4307.0,26267.0,8784.0,6759.0,6405.0,11.0
568,WA,5,3296.0,17765.0,3934.0,6339.0,4185.0,12.0
569,WA,6,2387.0,18991.0,8095.0,6015.0,2483.0,11.0
570,WA,7,2215.0,22131.0,12201.0,5708.0,1995.0,12.0
571,WA,8,2211.0,22703.0,12861.0,5730.0,1890.0,12.0
572,WA,9,2591.0,23711.0,12234.0,6207.0,2668.0,11.0
573,WA,10,4359.0,27741.0,9430.0,6961.0,6979.0,12.0
574,WA,11,6061.0,31692.0,9189.0,6740.0,9691.0,11.0
575,WA,12,8608.0,41854.0,9464.0,7715.0,16056.0,12.0
576,WI,1,15930.0,71111.0,13557.0,17194.0,24389.0,40.0
577,WI,2,16506.0,70121.0,10133.0,17238.0,26207.0,36.0
578,WI,3,12145.0,52002.0,11013.0,13783.0,15021.0,40.0
579,WI,4,7015.0,40103.0,10978.0,12015.0,10056.0,38.0
580,WI,5,5789.0,31273.0,9645.0,10091.0,5708.0,40.0
581,WI,6,3283.0,30171.0,15126.0,9212.0,2512.0,38.0
582,WI,7,3295.0,30903.0,15781.0,9318.0,2469.0,40.0
583,WI,8,3655.0,31630.0,15792.0,9819.0,2325.0,40.0
584,WI,9,3435.0,27180.0,11232.0,9945.0,2529.0,38.0
585,WI,10,5426.0,35181.0,13160.0,11261.0,5295.0,40.0
586,WI,11,11444.0,52006.0,11415.0,13757.0,15351.0,38.0
587,WI,12,12981.0,61571.0,11837.0,16208.0,20505.0,40.0
588,WV,1,3505.0,12874.0,805.0,3586.0,4976.0,0.0
589,WV,2,3271.0,11629.0,518.0,3124.0,4715.0,0.0
590,WV,3,2460.0,9783.0,867.0,3457.0,2999.0,0.0
591,WV,4,1813.0,8601.0,2026.0,2843.0,1918.0,0.0
592,WV,5,1285.0,7385.0,1914.0,3136.0,1050.0,0.0
593,WV,6,847.0,6294.0,2257.0,2876.0,314.0,0.0
594,WV,7,901.0,6112.0,1954.0,2991.0,264.0,0.0
595,WV,8,1001.0,6366.0,1891.0,3171.0,301.0,0.0
596,WV,9,1122.0,5566.0,1028.0,2958.0,459.0,0.0
597,WV,10,1419.0,7851.0,2505.0,3096.0,830.0,0.0
598,WV,11,2481.0,11295.0,2703.0,3299.0,2811.0,0.0
599,WV,12,2587.0,10313.0,1076.0,3470.0,3180.0,0.0
600,WY,1,1829.0,9067.0,280.0,4835.0,2122.0,1.0
601,WY,2,1905.0,9022.0,319.0,4582.0,2215.0,1.0
602,WY,3,1355.0,7751.0,369.0,4463.0,1562.0,1.0
603,WY,4,1070.0,6720.0,856.0,3647.0,1146.0,1.0
604,WY,5,960.0,6317.0,645.0,3742.0,969.0,1.0
605,WY,6,744.0,5808.0,1105.0,3378.0,580.0,1.0
606,WY,7,310.0,5270.0,1156.0,3618.0,186.0,1.0
607,WY,8,274.0,4954.0,946.0,3560.0,173.0,1.0
608,WY,9,302.0,5204.0,1002.0,3703.0,195.0,1.0
609,WY,10,455.0,5282.0,386.0,4067.0,373.0,1.0
610,WY,11,1301.0,7676.0,498.0,4506.0,1369.0,1.0
611,WY,12,1789.0,8704.0,358.0,4602.0,1954.0,1.0
